tracking_id,fecha_recogida,fecha_entrega,ciudad,codigo_postal,peso_kg,estado,repartidor_id,cliente_tipo,importe_envio
RPX-2024-001273,2024-09-26 10:28:04,2024-09-27 20:16:04,Madrid,28022,13.27,ENTREGADO,REP-126,PARTICULAR,5.13
RPX-2024-011324,2024-05-15 18:39:48,2024-05-16 06:12:48,Sevilla,41006,11.64,ENTREGADO,REP-099,PARTICULAR,7.81
RPX-2024-010206,2024-03-29 12:02:54,2024-03-31 00:15:54,Barcelona,08035,1.39,ENTREGADO,REP-219,PARTICULAR,4.66
RPX-2024-008889,28/11/2024 10:23:36,2024-11-29 12:53:36,Madrid,28053,8.85,ENTREGADO,REP-182,EMPRESA,11.96
RPX-2024-004098,2024-12-06 14:33:57,2024-12-06 21:04:57,  Sevilla  ,41005,8.68,ENTREGADO,REP-157,PARTICULAR,3.87
RPX-2024-010820,29/08/2024 12:33:00,2024-08-29 23:54:00,Barcelona,08022,10.47,ENTREGADO,REP-058,PARTICULAR,17.91
RPX-2024-014732,2024-09-11 09:20:45,2024-09-12 04:30:45,Sevilla,41017,17.45,ENTREGADO,REP-091,EMPRESA,13.96
RPX-2024-011768,2024-02-28 15:40:54,,Barcelona,08028,21.35,DEVUELTO,REP-070,PARTICULAR,7.5
RPX-2024-011867,2024-07-26 09:16:32,2024-07-27 16:33:32,Madrid,28027,22.4,ENTREGADO,REP-117,PARTICULAR,9.51
RPX-2024-009828,2024-11-10 18:05:26,2024-11-12 02:57:26,Sevilla,41019,21.29,ENTREGADO,REP-068,PARTICULAR,13.57
RPX-2024-005877,2024-10-10 15:38:34,2024-10-11 03:10:34,Madrid,28031,24.43,ENTREGADO,REP-088,PARTICULAR,10.03
RPX-2024-007957,08/02/2024 12:53:31,2024-02-08 23:22:31,Madrid,28010,5.87,ENTREGADO,REP-040,PARTICULAR,10.63
RPX-2024-011151,2024-03-19 08:33:51,2024-03-20 05:43:51,Barcelona,8004,3.4,ENTREGADO,REP-137,PARTICULAR,16.97
RPX-2024-001207,2024-07-21 08:24:09,2024-07-22 01:30:09,Valencia,46003,23.83,ENTREGADO,REP-088,EMPRESA,7.18
RPX-2024-009871,02/02/2024 14:25:55,,Valencia,46007,20.62,DEVUELTO,REP-130,EMPRESA,7.75
RPX-2024-013016,2024-02-10 14:09:49,2024-02-11 09:05:49,Madrid,28049,20.21,ENTREGADO,REP-030,PARTICULAR,5.93
RPX-2024-011316,2024-11-17 18:36:40,2024-11-19 02:26:40,Madrid,28021,2.91,ENTREGADO,REP-193,PARTICULAR,17.5
RPX-2024-003813,2024-11-13 10:22:37,2024-11-14 12:46:37,Madrid,28041,11.31,ENTREGADO,REP-094,PARTICULAR,4.26
RPX-2024-004061,2024-03-23 17:28:26,2024-03-24 09:49:26,barcelona,08010,7.64,ENTREGADO,REP-072,PARTICULAR,14.38
RPX-2024-002269,17/02/2024 15:59:25,2024-02-18 01:00:25,Madrid,28044,24.91,ENTREGADO,REP-076,PARTICULAR,12.84
RPX-2024-011979,2024-09-18 16:13:24,2024-09-20 00:16:24,Barcelona,08029,,ENTREGADO,REP-042,EMPRESA,9.03
RPX-2024-000281,2024-11-04 12:51:15,2024-11-05 02:21:15,Barcelona,08025,20.18,ENTREGADO,REP-229,PARTICULAR,10.74
RPX-2024-005657,2024-05-09 11:39:36,,Sevilla,41014,24.57,DEVUELTO,REP-030,PARTICULAR,7.44
RPX-2024-005077,2024-11-26 16:53:53,2024-11-27 13:23:53,Sevilla,41012,7.31,ENTREGADO,REP-146,PARTICULAR,5.35
RPX-2024-002485,2024-08-22 12:09:54,2024-08-23 12:31:54,Barcelona,08011,14.24,ENTREGADO,REP-114,PARTICULAR,16.66
RPX-2024-007036,2024-05-01 12:41:27,2024-05-01 17:48:27,Madrid,28015,6.02,ENTREGADO,REP-250,PARTICULAR,5.03
RPX-2024-000633,2024-11-22 10:36:31,,Valencia,46017,24.92,INCIDENCIA,REP-177,PARTICULAR,10.9
RPX-2024-012389,2024-04-03 11:56:38,2024-04-04 16:05:38,Barcelona,08033,0.95,ENTREGADO,REP-131,PARTICULAR,14.84
RPX-2024-003580,2024-10-11 12:06:18,2024-10-12 11:33:18,Barcelona,08016,13.82,ENTREGADO,REP-075,PARTICULAR,12.72
RPX-2024-004590,2024-12-27 13:17:11,,Sevilla,41015,8.57,DEVUELTO,REP-117,PARTICULAR,11.7
RPX-2024-002589,2024-01-25 11:01:28,2024-01-26 13:18:28,Barcelona,08038,20.17,ENTREGADO,REP-175,EMPRESA,15.16
RPX-2024-013854,2024-09-03 16:56:13,2024-09-04 06:30:13,Valencia,46003,21.75,ENTREGADO,REP-194,PARTICULAR,7.97
RPX-2024-000047,2024-12-30 18:40:25,2024-12-31 08:41:25,Madrid,28052,3.74,ENTREGADO,REP-009,PARTICULAR,14.83
RPX-2024-006250,2024-10-04 18:30:37,2024-10-06 07:07:37,Sevilla,41019,3.64,ENTREGADO,REP-058,PARTICULAR,11.11
RPX-2024-009689,2024-05-05 14:04:46,2024-05-06 19:29:46,Valencia,46001,4.01,ENTREGADO,REP-115,EMPRESA,7.06
RPX-2024-007133,2024-09-10 08:50:30,2024-09-10 19:20:30,Barcelona,08009,10.63,ENTREGADO,REP-178,PARTICULAR,14.36
RPX-2024-007602,2024-03-01 12:56:01,,Barcelona,08039,24.25,INCIDENCIA,REP-172,PARTICULAR,10.82
RPX-2024-003870,2024-05-07 18:36:09,2024-05-08 15:50:09,Madrid,28046,12.3,ENTREGADO,REP-046,PARTICULAR,9.6
RPX-2024-007766,2024-04-23 11:34:55,2024-04-23 23:55:55,Sevilla,41018,14.31,ENTREGADO,REP-091,PARTICULAR,8.81
RPX-2024-004496,16/11/2024 18:46:30,2024-11-18 06:30:30,Bilbao,48015,22.68,ENTREGADO,REP-089,PARTICULAR,5.16
RPX-2024-013131,2024-11-09 13:18:36,2024-11-10 18:22:36,Madrid,28045,7.39,ENTREGADO,REP-096,PARTICULAR,17.86
RPX-2024-010584,24/09/2024 11:10:40,2024-09-25 19:38:40,Barcelona,08006,13.25,ENTREGADO,REP-209,PARTICULAR,5.21
RPX-2024-001257,2024-10-25 14:50:48,2024-10-26 04:58:48,Barcelona,08029,12.42,ENTREGADO,REP-190,PARTICULAR,8.39
RPX-2024-001331,2024-12-09 10:54:40,2024-12-10 08:57:40,Madrid,28027,2.89,ENTREGADO,REP-089,PARTICULAR,12.25
RPX-2024-012375,2024-11-15 11:15:20,2024-11-16 02:05:20,Madrid,28030,17.78,ENTREGADO,REP-070,PARTICULAR,14.06
RPX-2024-007878,2024-06-28 18:50:23,2024-06-29 14:55:23,Barcelona,08019,22.97,ENTREGADO,REP-228,EMPRESA,7.16
RPX-2024-003850,2024-10-10 14:37:28,2024-10-11 18:54:28,Barcelona,08012,24.59,ENTREGADO,REP-205,PARTICULAR,11.81
RPX-2024-014706,2024-07-10 18:33:46,2024-07-12 00:25:46,Madrid,28024,16.3,ENTREGADO,REP-049,EMPRESA,9.78
RPX-2024-010008,25/07/2024 11:09:19,,VALENCIA,46022,24.68,DEVUELTO,REP-066,EMPRESA,9.23
RPX-2024-010569,2024-09-19 09:20:34,2024-09-19 13:34:34,Valencia,46005,23.31,ENTREGADO,REP-079,EMPRESA,10.64
RPX-2024-000239,2024-07-30 09:13:34,2024-07-30 18:00:34,Sevilla,41014,17.21,ENTREGADO,REP-010,PARTICULAR,13.89
RPX-2024-004539,2024-08-28 17:28:58,2024-08-28 22:29:58,Valencia,46003,3.96,ENTREGADO,REP-011,PARTICULAR,4.7
RPX-2024-007220,2024-10-17 17:44:14,2024-10-19 02:30:14,Barcelona,08024,,ENTREGADO,REP-222,EMPRESA,9.91
RPX-2024-011906,2024-05-01 15:32:59,2024-05-02 10:14:59,Valencia,46002,3.3,ENTREGADO,REP-080,EMPRESA,6.24
RPX-2024-007859,2024-07-03 14:31:28,2024-07-05 01:42:28,Bilbao,48011,22.91,ENTREGADO,REP-066,PARTICULAR,8.7
RPX-2024-001944,2024-05-16 18:41:06,2024-05-17 18:10:06,Madrid,28042,8.13,ENTREGADO,REP-160,PARTICULAR,6.36
RPX-2024-002452,2024-11-21 17:18:40,2024-11-22 02:05:40,Valencia,46015,18.51,ENTREGADO,REP-200,PARTICULAR,7.42
RPX-2024-002146,2024-07-11 12:06:14,,Madrid,28042,15.92,DEVUELTO,REP-909,PARTICULAR,9.21
RPX-2024-009957,2024-12-02 18:47:12,2024-12-03 06:21:12,Barcelona,08034,22.75,ENTREGADO,REP-247,PARTICULAR,16.32
RPX-2024-007252,2024-03-15 18:05:41,,Madrid,28018,15.7,INCIDENCIA,REP-217,EMPRESA,11.95
RPX-2024-010793,2024-02-01 12:30:39,2024-02-02 21:40:39,Madrid,28049,7.92,ENTREGADO,REP-100,PARTICULAR,13.21
RPX-2024-010966,2024-01-04 11:01:05,2024-01-05 18:06:05,Barcelona,08036,18.39,ENTREGADO,REP-161,PARTICULAR,5.72
RPX-2024-004613,2024-04-11 16:04:00,2024-04-11 23:21:00,Barcelona,08028,23.22,ENTREGADO,REP-092,EMPRESA,14.19
RPX-2024-008546,02/11/2024 11:06:28,2024-11-02 23:06:28,Valencia,46023,9.83,ENTREGADO,REP-212,PARTICULAR,16.5
RPX-2024-000619,2024-02-05 14:00:34,2024-02-06 12:53:34,Sevilla,41011,5.63,ENTREGADO,REP-073,PARTICULAR,5.64
RPX-2024-007922,2024-01-26 14:12:23,2024-01-26 23:04:23,Barcelona,08010,4.74,ENTREGADO,REP-227,PARTICULAR,16.54
RPX-2024-014485,2024-03-06 17:08:36,2024-03-06 23:44:36,Valencia,46012,3.22,ENTREGADO,REP-207,EMPRESA,3.54
RPX-2024-014894,2024-12-15 12:29:03,2024-12-16 00:11:03,Madrid,28010,23.96,ENTREGADO,REP-042,EMPRESA,5.72
RPX-2024-002900,2024-07-06 11:13:16,2024-07-07 22:46:16,Sevilla,41003,12.5,ENTREGADO,REP-167,PARTICULAR,11.06
RPX-2024-014314,2024-02-15 13:02:43,2024-02-15 20:38:43,Sevilla,41009,3.77,ENTREGADO,REP-238,EMPRESA,12.23
RPX-2024-010170,2024-08-02 16:00:39,2024-08-03 05:12:39,Madrid,28054,12.44,ENTREGADO,REP-124,PARTICULAR,13.05
RPX-2024-003654,2024-12-03 09:55:02,2024-12-03 20:42:02,Sevilla,41019,21.22,ENTREGADO,REP-152,PARTICULAR,7.01
RPX-2024-007047,2024-04-05 11:55:38,2024-04-05 18:53:38,Madrid,28039,12.98,ENTREGADO,REP-147,PARTICULAR,7.56
RPX-2024-006757,2024-03-22 18:09:40,2024-03-23 10:39:40,bilbao,48015,22.72,ENTREGADO,REP-030,EMPRESA,11.74
RPX-2024-010140,2024-06-20 11:18:48,,Madrid,28044,11.95,INCIDENCIA,REP-158,EMPRESA,5.23
RPX-2024-003591,2024-12-16 08:35:19,2024-12-17 12:43:19,Madrid,28034,11.06,ENTREGADO,REP-221,EMPRESA,6.74
RPX-2024-014276,2024-05-11 12:16:20,2024-05-11 21:27:20,Barcelona,08001,8.24,ENTREGADO,REP-198,EMPRESA,4.89
RPX-2024-005603,2024-09-24 14:39:49,2024-09-26 01:25:49,Barcelona,08024,21.49,ENTREGADO,REP-180,PARTICULAR,13.56
RPX-2024-008223,2024-06-18 11:12:12,2024-06-19 20:32:12,Barcelona,8022,3.38,ENTREGADO,REP-195,PARTICULAR,17.48
RPX-2024-008281,2024-02-06 13:16:25,2024-02-06 22:10:25,Sevilla,41008,10.05,ENTREGADO,REP-178,PARTICULAR,10.23
RPX-2024-005649,2024-07-31 10:30:50,2024-08-01 01:27:50,Bilbao,48010,13.48,ENTREGADO,REP-109,PARTICULAR,5.1
RPX-2024-010455,2024-10-31 15:56:02,2024-11-02 03:12:02,Valencia,46011,11.41,ENTREGADO,REP-121,PARTICULAR,3.56
RPX-2024-014234,2024-07-08 13:21:32,2024-07-08 18:44:32,Madrid,28021,19.86,ENTREGADO,REP-149,PARTICULAR,15.36
RPX-2024-011058,2024-10-04 10:34:16,,Madrid,28025,4.46,INCIDENCIA,REP-108,EMPRESA,12.6
RPX-2024-014564,2024-09-23 11:48:28,,Sevilla,41017,21.26,INCIDENCIA,REP-019,EMPRESA,5.98
RPX-2024-011538,2024-12-06 17:51:20,2024-12-07 02:58:20,Sevilla,41005,1.32,ENTREGADO,REP-196,PARTICULAR,8.67
RPX-2024-008067,2024-05-11 18:27:06,,Madrid,28003,11.6,DEVUELTO,REP-166,PARTICULAR,9.64
RPX-2024-010627,2024-11-25 14:06:42,2024-11-26 13:24:42,Madrid,28026,7.3,ENTREGADO,REP-091,PARTICULAR,6.35
RPX-2024-009543,2024-08-09 18:57:37,2024-08-11 00:36:37,Sevilla,41006,4.29,ENTREGADO,REP-220,PARTICULAR,15.41
RPX-2024-003260,2024-06-19 09:17:02,2024-06-20 19:16:02,Madrid,28029,1.57,ENTREGADO,REP-192,EMPRESA,17.94
RPX-2024-002670,2024-06-19 14:36:48,,Madrid,28050,16.15,INCIDENCIA,REP-016,PARTICULAR,15.13
RPX-2024-006696,2024-12-24 15:18:07,2024-12-25 03:30:07,Madrid,28015,17.09,ENTREGADO,REP-043,PARTICULAR,12.68
RPX-2024-011588,2024-06-28 18:54:46,2024-06-29 23:08:46,Valencia,46012,1.72,ENTREGADO,REP-134,EMPRESA,14.18
RPX-2024-012838,2024-12-27 18:20:00,,Bilbao,48014,0.99,DEVUELTO,REP-081,PARTICULAR,4.49
RPX-2024-007202,2024-12-16 08:41:13,,Sevilla,41004,15.38,INCIDENCIA,REP-047,PARTICULAR,11.4
RPX-2024-007850,2024-11-05 17:13:17,2024-11-06 15:07:17,Barcelona,08029,12.77,ENTREGADO,REP-002,PARTICULAR,9.82
RPX-2024-012136,2024-12-07 09:23:00,2024-12-07 20:35:00,Madrid,28051,1.64,ENTREGADO,REP-178,PARTICULAR,5.75
RPX-2024-010099,2024-11-14 13:56:16,2024-11-15 02:52:16,Madrid,28055,5.22,ENTREGADO,REP-198,PARTICULAR,8.52
RPX-2024-014915,2024-12-10 16:56:18,2024-12-11 21:47:18,Bilbao,48001,3.01,ENTREGADO,REP-153,EMPRESA,17.03
RPX-2024-004467,2024-01-09 14:35:58,2024-01-10 12:41:58,Valencia,46009,,ENTREGADO,REP-250,PARTICULAR,7.75
RPX-2024-008814,2024-12-24 11:11:31,2024-12-25 06:20:31,Madrid,28046,24.72,ENTREGADO,REP-114,PARTICULAR,3.62
RPX-2024-010217,2024-05-18 14:06:53,2024-05-19 12:26:53,Madrid,28031,11.62,ENTREGADO,REP-086,PARTICULAR,12.21
RPX-2024-005213,23/04/2024 16:43:00,2024-04-24 06:36:00,Madrid,28020,21.98,ENTREGADO,REP-089,PARTICULAR,6.85
RPX-2024-007586,2024-10-04 14:08:21,2024-10-05 06:48:21,Madrid,28025,9.79,ENTREGADO,REP-032,PARTICULAR,9.43
RPX-2024-012960,2024-11-28 12:12:44,2024-11-29 03:19:44,Madrid,28009,5.79,ENTREGADO,REP-030,PARTICULAR,8.85
RPX-2024-006069,2024-02-17 18:27:39,2024-02-18 23:09:39,Barcelona,08022,22.88,ENTREGADO,REP-199,PARTICULAR,15.58
RPX-2024-012515,2024-02-11 08:37:12,,MADRID,28044,16.45,INCIDENCIA,REP-985,EMPRESA,3.76
RPX-2024-010614,03/08/2024 11:39:30,2024-08-04 22:10:30,Madrid,28046,16.18,ENTREGADO,REP-196,PARTICULAR,9.86
RPX-2024-003301,2024-01-27 15:22:48,2024-01-27 19:22:48,Bilbao,48012,22.5,ENTREGADO,REP-046,EMPRESA,11.53
RPX-2024-010506,2024-05-02 12:44:50,,BILBAO,48002,14.27,INCIDENCIA,REP-121,EMPRESA,17.51
RPX-2024-012518,2024-11-19 15:00:54,,Madrid,28019,24.66,INCIDENCIA,REP-085,PARTICULAR,17.77
RPX-2024-001017,2024-07-31 12:46:43,2024-08-02 00:46:43,Barcelona,08004,2.17,ENTREGADO,REP-225,EMPRESA,7.32
RPX-2024-013446,2024-04-17 12:38:15,2024-04-18 17:47:15,Sevilla,41001,4.39,ENTREGADO,REP-195,PARTICULAR,7.22
RPX-2024-010351,2024-10-31 13:57:10,2024-10-31 22:00:10,Barcelona,08004,14.74,ENTREGADO,REP-124,PARTICULAR,4.55
RPX-2024-014130,2024-05-15 13:21:22,,Valencia,46020,9.47,INCIDENCIA,REP-061,PARTICULAR,5.24
RPX-2024-006970,2024-09-14 17:37:53,2024-09-15 14:21:53,Madrid,28019,19.09,ENTREGADO,REP-121,PARTICULAR,10.89
RPX-2024-012852,07/05/2024 16:27:35,2024-05-08 10:10:35,Valencia,46019,24.55,ENTREGADO,REP-039,EMPRESA,4.71
RPX-2024-013071,2024-07-13 17:43:43,2024-07-14 03:38:43,Madrid,28018,5.1,ENTREGADO,REP-048,PARTICULAR,6.02
RPX-2024-004722,2024-09-07 11:55:05,2024-09-08 21:31:05,Madrid,28015,,ENTREGADO,REP-179,PARTICULAR,10.37
RPX-2024-004680,2024-03-05 12:40:35,2024-03-06 15:09:35,Madrid,28017,24.46,ENTREGADO,REP-015,PARTICULAR,17.92
RPX-2024-000777,2024-04-20 16:19:06,2024-04-21 17:20:06,Madrid,28015,5.76,ENTREGADO,REP-065,EMPRESA,16.87
RPX-2024-010466,2024-11-18 18:12:46,2024-11-18 22:41:46,Valencia,46025,0.5,ENTREGADO,REP-209,EMPRESA,8.47
RPX-2024-004549,2024-09-03 13:23:58,,  Madrid  ,28043,1.89,DEVUELTO,REP-206,PARTICULAR,12.2
RPX-2024-001079,18/10/2024 18:04:16,,Barcelona,08018,14.94,INCIDENCIA,REP-083,PARTICULAR,16.94
RPX-2024-003400,2024-11-12 10:46:42,2024-11-13 19:34:42,Madrid,28054,18.35,ENTREGADO,REP-138,EMPRESA,7.52
RPX-2024-014043,2024-12-02 17:29:45,2024-12-03 16:59:45,Barcelona,08004,6.35,ENTREGADO,REP-125,EMPRESA,17.4
RPX-2024-000483,2024-11-27 12:39:53,2024-11-28 20:36:53,VALENCIA,46009,4.29,ENTREGADO,REP-244,EMPRESA,10.62
RPX-2024-005377,2024-07-27 12:46:29,2024-07-28 02:24:29,Barcelona,08029,23.9,ENTREGADO,REP-113,PARTICULAR,16.77
RPX-2024-011464,2024-08-06 14:19:40,,Bilbao,48015,18.28,INCIDENCIA,REP-180,EMPRESA,4.11
RPX-2024-014504,25/12/2024 14:06:38,,Madrid,28012,11.58,DEVUELTO,REP-040,EMPRESA,16.11
RPX-2024-003129,2024-04-05 09:14:30,2024-04-06 16:58:30,Madrid,28016,4.97,ENTREGADO,REP-096,PARTICULAR,17.38
RPX-2024-009431,2024-09-21 08:38:13,2024-09-21 12:43:13,Barcelona,08016,16.83,ENTREGADO,REP-026,EMPRESA,16.82
RPX-2024-005873,2024-11-20 08:50:42,2024-11-20 20:44:42,Madrid,28042,15.92,ENTREGADO,REP-036,PARTICULAR,7.4
RPX-2024-013308,2024-10-17 12:49:42,2024-10-17 23:32:42,Madrid,28038,9.03,ENTREGADO,REP-087,PARTICULAR,4.47
RPX-2024-012988,2024-01-20 16:03:26,2024-01-22 02:31:26,Barcelona,08008,19.95,ENTREGADO,REP-065,PARTICULAR,15.24
RPX-2024-002225,2024-02-05 11:07:25,2024-02-05 18:54:25,Barcelona,08039,10.94,ENTREGADO,REP-069,EMPRESA,15.27
RPX-2024-010024,2024-11-08 11:50:59,2024-11-09 00:04:59,Madrid,28054,5.6,ENTREGADO,REP-091,PARTICULAR,17.73
RPX-2024-012268,2024-07-06 10:22:35,2024-07-06 16:15:35,Madrid,28041,2.97,ENTREGADO,REP-080,EMPRESA,8.31
RPX-2024-008062,2024-06-13 16:27:50,,  Bilbao  ,48011,2.83,INCIDENCIA,REP-062,EMPRESA,8.17
RPX-2024-013848,08/10/2024 10:12:22,2024-10-08 15:07:22,Barcelona,08039,14.52,ENTREGADO,REP-211,EMPRESA,15.21
RPX-2024-001187,2024-05-12 15:03:26,2024-05-14 00:42:26,Madrid,28027,9.01,ENTREGADO,REP-200,EMPRESA,14.7
RPX-2024-007114,2024-09-24 12:30:15,,Barcelona,08015,5.47,INCIDENCIA,REP-110,PARTICULAR,4.08
RPX-2024-013606,2024-10-03 14:08:17,,Barcelona,08018,24.59,INCIDENCIA,REP-042,PARTICULAR,15.96
RPX-2024-007518,2024-10-02 17:14:35,2024-10-03 19:41:35,Sevilla,41018,12.24,ENTREGADO,REP-005,PARTICULAR,5.77
RPX-2024-013157,2024-10-16 15:36:17,2024-10-17 02:01:17,Madrid,28039,11.64,ENTREGADO,REP-248,EMPRESA,6.8
RPX-2024-014900,23/11/2024 17:34:35,2024-11-25 02:02:35,Madrid,28020,16.24,ENTREGADO,REP-154,PARTICULAR,4.37
RPX-2024-013271,2024-04-03 10:18:30,,  Madrid  ,28044,11.91,DEVUELTO,REP-213,PARTICULAR,7.43
RPX-2024-011801,2024-03-19 16:10:42,,Barcelona,08032,4.4,INCIDENCIA,REP-234,EMPRESA,11.81
RPX-2024-003502,09/03/2024 17:56:24,2024-03-10 17:56:24,Madrid,28009,4.72,ENTREGADO,REP-164,EMPRESA,9.15
RPX-2024-002815,2024-11-06 14:54:41,2024-11-06 20:54:41,Valencia,46011,17.99,ENTREGADO,REP-065,EMPRESA,6.25
RPX-2024-010956,2024-10-13 11:31:19,2024-10-14 18:39:19,Barcelona,08011,12.94,ENTREGADO,REP-104,EMPRESA,11.76
RPX-2024-014423,2024-02-21 14:52:14,,Madrid,28019,"12,71",INCIDENCIA,REP-015,PARTICULAR,4.97
RPX-2024-009617,2024-07-03 11:44:10,2024-07-03 21:34:10,Madrid,28040,6.33,ENTREGADO,REP-228,PARTICULAR,8.63
RPX-2024-014713,2024-05-10 12:32:33,2024-05-11 18:14:33,Bilbao,48010,9.5,ENTREGADO,REP-064,PARTICULAR,16.54
RPX-2024-007830,10/01/2024 14:36:53,2024-01-11 23:40:53,Sevilla,41004,24.51,ENTREGADO,REP-182,EMPRESA,12.02
RPX-2024-008519,2024-04-23 15:52:43,2024-04-23 20:33:43,Sevilla,41012,20.39,ENTREGADO,REP-186,PARTICULAR,14.84
RPX-2024-014740,2024-10-20 09:00:25,2024-10-21 04:37:25,Barcelona,08029,21.31,ENTREGADO,REP-204,PARTICULAR,11.32
RPX-2024-007435,2024-03-29 18:22:44,2024-03-30 02:01:44,Valencia,46007,14.0,ENTREGADO,REP-210,EMPRESA,9.12
RPX-2024-007222,2024-07-09 14:11:59,2024-07-10 11:57:59,Valencia,46024,24.14,ENTREGADO,REP-122,PARTICULAR,6.44
RPX-2024-011092,2024-05-23 10:13:15,2024-05-24 16:48:15,Bilbao,48001,5.86,ENTREGADO,REP-161,PARTICULAR,14.55
RPX-2024-013173,2024-09-17 08:45:39,2024-09-18 06:10:39,Madrid,28032,,ENTREGADO,REP-245,PARTICULAR,10.2
RPX-2024-006791,2024-12-07 18:10:55,,Madrid,28028,4.27,INCIDENCIA,REP-048,PARTICULAR,11.6
RPX-2024-011032,2024-08-12 14:57:22,2024-08-13 20:53:22,Madrid,28033,15.96,ENTREGADO,REP-086,PARTICULAR,6.06
RPX-2024-001776,01/02/2024 10:02:08,2024-02-01 20:18:08,Madrid,28012,17.28,ENTREGADO,REP-049,PARTICULAR,9.64
RPX-2024-001439,2024-08-14 18:54:52,,Bilbao,48004,14.05,INCIDENCIA,REP-181,PARTICULAR,17.45
RPX-2024-001976,2024-06-13 16:33:57,2024-06-14 22:29:57,Valencia,46012,19.44,ENTREGADO,REP-103,PARTICULAR,10.17
RPX-2024-004943,12/12/2024 18:59:13,,Bilbao,48005,9.44,INCIDENCIA,REP-071,PARTICULAR,9.73
RPX-2024-014645,06/05/2024 10:14:28,2024-05-06 16:51:28,Sevilla,41002,15.09,ENTREGADO,REP-072,PARTICULAR,6.31
RPX-2024-006274,2024-04-12 13:39:27,2024-04-13 22:41:27,Sevilla,41002,8.34,ENTREGADO,REP-225,PARTICULAR,12.49
RPX-2024-007230,2024-03-08 10:14:05,2024-03-09 16:25:05,Madrid,28022,10.17,ENTREGADO,REP-215,EMPRESA,3.77
RPX-2024-011577,2024-12-26 10:25:42,2024-12-26 22:50:42,Barcelona,08015,0.3,ENTREGADO,REP-132,EMPRESA,11.64
RPX-2024-000832,2024-02-29 16:32:15,2024-03-01 20:20:15,Madrid,28032,13.76,ENTREGADO,REP-250,PARTICULAR,6.75
RPX-2024-010097,2024-06-16 08:54:34,2024-06-17 19:22:34,Sevilla,41004,10.01,ENTREGADO,REP-095,PARTICULAR,8.69
RPX-2024-002123,2024-04-04 18:09:37,2024-04-05 10:04:37,Sevilla,41012,22.17,ENTREGADO,REP-138,PARTICULAR,5.89
RPX-2024-001695,2024-10-10 14:46:17,2024-10-10 20:39:17,Madrid,28050,19.99,ENTREGADO,REP-137,PARTICULAR,6.7
RPX-2024-001172,2024-05-24 18:48:56,2024-05-25 03:41:56,Valencia,46022,22.55,ENTREGADO,REP-096,PARTICULAR,3.61
RPX-2024-000677,08/10/2024 16:21:38,2024-10-09 16:00:38,Madrid,28028,20.48,ENTREGADO,REP-235,PARTICULAR,5.01
RPX-2024-007893,2024-01-03 09:57:01,2024-01-03 18:25:01,Madrid,28017,22.49,ENTREGADO,REP-200,PARTICULAR,9.48
RPX-2024-009630,2024-05-17 16:50:35,,BARCELONA,08013,21.3,INCIDENCIA,REP-106,PARTICULAR,9.62
RPX-2024-010343,20/02/2024 11:41:05,2024-02-20 18:42:05,Sevilla,41004,5000.0,ENTREGADO,REP-071,PARTICULAR,10.65
RPX-2024-001805,2024-10-25 08:51:14,,Bilbao,48006,15.09,INCIDENCIA,REP-072,EMPRESA,8.32
RPX-2024-014025,2024-11-03 14:12:22,2024-11-04 20:05:22,Barcelona,08022,8.08,ENTREGADO,REP-142,PARTICULAR,14.94
RPX-2024-012483,25/12/2024 10:35:19,2024-12-26 13:45:19,Barcelona,08021,8.44,ENTREGADO,REP-236,EMPRESA,14.02
RPX-2024-003189,2024-04-14 14:20:47,2024-04-15 04:32:47,Barcelona,08011,,ENTREGADO,REP-021,PARTICULAR,9.94
RPX-2024-003370,2024-04-04 15:34:47,,Valencia,46009,15.56,INCIDENCIA,REP-177,EMPRESA,6.53
RPX-2024-000265,2024-11-19 16:27:36,,MADRID,28018,10.06,DEVUELTO,REP-143,PARTICULAR,11.51
RPX-2024-009367,2024-06-04 16:49:27,2024-06-05 10:10:27,Valencia,46006,13.88,ENTREGADO,REP-048,PARTICULAR,12.4
RPX-2024-000288,2024-12-19 11:15:47,2024-12-20 01:16:47,Madrid,28041,1.07,ENTREGADO,REP-222,PARTICULAR,16.77
RPX-2024-002274,2024-05-30 09:36:45,,Valencia,46002,7.1,DEVUELTO,REP-069,PARTICULAR,16.87
RPX-2024-008689,2024-11-28 15:13:16,2024-11-29 08:43:16,Madrid,28010,12.45,ENTREGADO,REP-092,PARTICULAR,5.62
RPX-2024-014851,2024-03-01 11:07:13,2024-03-01 21:24:13,Barcelona,08017,19.97,ENTREGADO,REP-178,PARTICULAR,17.56
RPX-2024-005924,2024-10-15 17:09:44,2024-10-16 05:42:44,  Madrid  ,28004,12.68,ENTREGADO,REP-169,EMPRESA,7.53
RPX-2024-012707,2024-11-15 14:34:09,2024-11-16 19:44:09,Barcelona,08020,7.37,ENTREGADO,REP-043,EMPRESA,14.46
RPX-2024-011694,2024-01-12 16:00:11,2024-01-13 16:04:11,Barcelona,08012,12.33,ENTREGADO,REP-039,PARTICULAR,12.03
RPX-2024-001885,2024-05-10 18:31:19,2024-05-11 22:38:19,Barcelona,08008,19.6,ENTREGADO,REP-165,EMPRESA,5.96
RPX-2024-003975,2024-05-17 09:54:57,2024-05-18 00:45:57,barcelona,08015,7.23,ENTREGADO,REP-165,PARTICULAR,12.86
